Station1_mp_0,Station1_mp_1,Station1_mp_2,Station1_mp_3,Station1_mp_4,Station1_mp_5,Station2_mp_6,Station2_mp_7,Station2_mp_8,Station2_mp_9,Station2_mp_10,Station2_mp_11,Station2_mp_12,Station2_mp_13,Station2_mp_14,Station2_mp_15,Station2_mp_16,Station2_mp_17,Station2_mp_18,Station2_mp_19,Station2_mp_20,Station2_mp_21,Station2_mp_22,Station2_mp_23,Station2_mp_24,Station2_mp_25,Station2_mp_26,Station2_mp_27,Station2_mp_28,Station2_mp_29,Station2_mp_30,Station2_mp_31,Station2_mp_32,Station2_mp_33,Station2_mp_34,Station2_mp_35,Station2_mp_36,Station2_mp_37,Station2_mp_38,Station2_mp_39,Station3_mp_40,Station3_mp_41,Station3_mp_42,Station3_mp_43,Station3_mp_44,Station3_mp_45,Station3_mp_46,Station3_mp_47,Station3_mp_48,Station3_mp_49,Station3_mp_50,Station3_mp_51,Station3_mp_52,Station3_mp_53,Station3_mp_54,Station3_mp_55,Station4_mp_56,Station4_mp_57,Station4_mp_58,Station4_mp_59,Station4_mp_60,Station4_mp_61,Station4_mp_62,Station4_mp_63,Station4_mp_64,Station4_mp_65,Station4_mp_66,Station4_mp_67,Station4_mp_68,Station4_mp_69,Station4_mp_70,Station4_mp_71,Station4_mp_72,Station4_mp_73,Station4_mp_74,Station4_mp_75,Station4_mp_76,Station4_mp_77,Station4_mp_78,Station4_mp_79,Station4_mp_80,Station4_mp_81,Station5_mp_82,Station5_mp_83,Station5_mp_84,Station5_mp_85,Station5_mp_86,Station5_mp_87,Station5_mp_88,Station5_mp_89,Station5_mp_90,Station5_mp_91,Station5_mp_92,Station5_mp_93,Station5_mp_94,Station5_mp_95,Station5_mp_96,Station5_mp_97
0.00016205864422077373,8.0,4.0,0.00018433020100430803,16.0,5.0,37245.14996331759,0.0036592807092158557,56801.33,39468.49,16238.84,0.003939454,0.001238281,33.92235056995548,0.0008709556780061489,1197.6266353724232,27111838.54212763,0.00159961,40549.03,7280675.696155615,0.003085938,37620.81,0.003638672,55249.74,37716.94,16488.79,0.003943359,0.001287109,34.60799,0.0009612748468247361,1165.7714378028309,26669590.0,0.001607422,39426.19,7496611.0,0.003087891,-0.0001408098141094497,0.0019282502733668752,-0.000551403170787294,0.0010498741671420902,102.6338,0.004017334,131.8705,0.004432069,767.7140716757582,0.005156251,0.005021669,-21.004627951075683,93.8851615089286,0.004157025070227489,132.0231,0.004563905,771.4343903068064,0.005252382,0.005151674,-5.096591,35317.46,21291.61,11989.75,0.003615235,0.0007187501,55.75732,0.0009654520406862933,2144.287168261894,26425980.0,0.002095703,23493.06,11417796.93354514,0.003125,32975.65,18965.18,11660.97,0.003615235,0.0007480469,51.91199,0.00125,2149.541,26314620.0,0.002097656,21095.49,9909677.0,0.003078125,11453.96,5422.559,0.005400391,255.0737,0.0005507813,5990.217818368172,5320447.397231155,0.004914063,11059.82,6092.288,0.005347657,390.9421,0.001935547,5073.403658787106,4108690.4752284717,0.004839844
0.00019930240433605118,6.0,1.0,0.00021315923754130144,15.0,5.0,38301.044726510096,0.00370400795841434,56610.98,38884.0,16156.16,0.0039375,0.00128125,33.5495496700462,0.000845908239368859,1194.7480506105921,24849390.24557333,0.001595703,40385.61,6086953.432300144,0.003123047,39141.64,0.003675781,56368.73,39701.13,16160.01,0.003947266,0.001275391,38.45333,0.0009141636959046229,1193.2501922682952,24932080.0,0.00159961,40864.34,8148680.0,0.003115234,0.00011790108721401927,0.001096661009345846,-0.0006588869675345779,0.0014030027662598767,87.43553,0.004050293,106.6622,0.004462281,766.3387590388511,0.005160829,0.005047304,-20.990135452577025,75.7617856632707,0.004161118375895259,110.538,0.004571229,772.2643017945572,0.005263368,0.00515442,-4.882962,34538.78,20326.43,12262.76,0.003615235,0.0007460938,51.91199,0.0009871353068465175,2181.8406332417617,28715760.0,0.002128906,22631.71,11012986.177248392,0.003136719,35792.36,20759.03,12176.25,0.003599609,0.0007285157,55.75732,0.001021484,2014.954,28290560.0,0.002082031,23123.91,10504320.0,0.003087891,11597.52,5507.156,0.005494141,214.0568,0.0005,6102.945356011205,4342089.474400978,0.00494336,11205.3,5606.495,0.005345704,394.7874,0.0007265625,5739.649827665232,4673197.514033435,0.004841797
0.00014052681308247592,8.0,3.0,0.00020203797885261476,16.0,5.0,37955.06969026429,0.0036518765386399457,56420.64,39441.57,16094.64,0.003962891,0.001314453,37.49700678540685,0.0008111881569933974,1127.2594130509706,25999346.324440897,0.001548828,40414.45,7008123.888276995,0.003134766,37839.99,0.003703125,55855.38,38543.69,15977.36,0.004,0.001285156,32.68533,0.0009106188678260516,1185.6294725382804,25910660.0,0.001580078,39533.86,6642015.0,0.003091797,-0.0011414335119901233,0.001989688545133598,-0.0003374692929104719,0.0006848690149658318,83.19346,0.004014588,105.7466,0.004430238,760.1960245805193,0.005152589,0.005018922,-20.85878029811757,68.56160150798136,0.004166733456880054,96.43849,0.004584047,772.6551653243516,0.005282594,0.005172731,-5.188147,34248.45,20253.37,12222.39,0.003746094,0.0007519532,15.38133,0.001194831980134274,2177.8777665954153,28372410.0,0.00221875,22425.98,10941388.313165568,0.003244141,35192.48,20793.63,12037.81,0.003494141,0.0007460938,19.22666,0.001212891,1922.666,25175200.0,0.001931641,22860.5,10167850.0,0.003,11345.65,5969.237,0.005330078,224.9519,0.0006503906,5386.454780918357,4503030.4740554085,0.004785156,11165.56,5960.265,0.005105469,370.4337,0.0006289063,5213.131066195005,4084001.972645991,0.004679688
0.00012990571980010576,8.0,2.0,0.00020222286570213127,11.0,4.0,39342.30300448996,0.0037361376217843814,57689.6,41733.39,16336.89,0.003990234,0.001273438,27.321190093683825,0.0009138169177736439,1258.8167288441882,24922052.344947897,0.001576172,41458.45,9077675.316736676,0.003166016,38770.57,0.003664063,56955.14,39733.82,16052.34,0.00396875,0.001234375,26.91733,0.0009560713306229853,1158.600813066783,25407760.0,0.001595703,40733.61,11119290.0,0.003074219,-0.0014397882851132347,0.002519549039192972,-0.0018340150566370965,0.0019788827051212335,89.63287,0.004011841,110.2634,0.00442566,764.8423045343716,0.005090333,0.004981386,-21.02866602964028,120.9494220073174,0.004177782820480235,167.0278,0.004603273,773.2106410749778,0.005305482,0.005195619,-5.218666,33489.0,19147.83,11716.73,0.003591797,0.0007519532,42.29866,0.0010898126907857007,2083.2261845258795,25976440.0,0.002119141,21291.61,10527139.600197505,0.003029297,33031.41,18761.38,11901.3,0.003683594,0.0007363281,53.83466,0.001326172,2168.767,27333090.0,0.00215625,21168.55,10972510.0,0.003132813,11437.3,5732.75,0.005462891,239.6924,0.0004804688,5656.7358754259085,4124282.3923082864,0.00491211,11023.93,6294.809,0.005013672,383.2514,0.001855469,4867.175076155821,4431460.543956097,0.004628906
0.00020340523901199014,9.0,2.0,0.00018426452988678908,15.0,5.0,37631.538025491835,0.0036816081814443945,53548.18,35990.39,15890.84,0.003894531,0.001310547,40.15904186566243,0.0009656996748555803,1169.2869443419888,28043824.508095305,0.001544922,37145.91,7080933.564102246,0.003087891,38011.11,0.003720703,56720.58,39037.82,16019.66,0.00396875,0.001310547,36.53066,0.0009613309445415276,1153.692633230123,27554090.0,0.001572266,40324.08,8306609.0,0.003087891,-0.000352921528656273,0.00039062541101476847,-0.00037819033868968896,0.00117307347243998,101.2909,0.00397522,126.6823,0.004396364,763.9942596264261,0.005074769,0.004970399,-20.96662705180341,68.09561191275189,0.004090557141845128,112.064,0.004521791,774.1323609396827,0.005228578,0.005101319,-5.035554,32994.88,19151.68,12182.01,0.003707031,0.0007246094,44.22132,0.0012817300883099698,2156.8823782057607,28163390.0,0.002197266,20824.4,10746581.099189438,0.003175781,34398.42,20218.76,11668.66,0.003621094,0.0007421875,48.06665,0.001058594,2059.176,27851880.0,0.002154297,22199.1,10743380.0,0.003121094,11412.95,6058.32,0.005416016,244.1786,0.0005253907,5260.795361003421,4109304.128767993,0.004914063,11254.65,5639.18,0.004931641,377.4834,0.001910156,5475.696389262641,4324115.224982028,0.004447266
0.00023110878292882325,8.0,3.0,0.0002288876240238704,13.0,5.0,36753.34034143774,0.003639558806230516,57455.03,39549.24,15815.85,0.003935547,0.001292969,32.59718236207087,0.0009232536546484449,1125.6360629808055,25507158.668344174,0.001572266,40777.83,7348310.573171478,0.003056641,35903.87,0.003660156,54801.75,37265.12,16479.17,0.003945312,0.001310547,36.53066,0.0009273204010421301,1168.9519246593366,24058530.0,0.001626953,38564.84,9329468.0,0.003146484,-0.0014175215182257639,0.0012747010362176225,-0.0012744081528352214,0.0022648726236562315,78.15791,0.003989869,101.8403,0.004400026,763.224666479039,0.005106813,0.004976808,-20.815607370309436,89.13657171629742,0.0041030892324986756,132.2672,0.004504396,774.9618295793813,0.005246888,0.005136109,-4.608295,33337.11,19153.6,11849.39,0.003685547,0.0007285157,51.91199,0.0010251458287116105,2286.7030798282244,27944690.0,0.002189453,21276.22,10993939.846904846,0.003210938,33356.34,19176.67,12172.4,0.003621094,0.0007265625,48.06665,0.001109375,1765.008,28252380.0,0.002042969,21278.15,10451700.0,0.003119141,11377.06,6203.162,0.005230469,244.8195,0.001785156,5241.793358764514,4285256.32125006,0.004673828,11273.87,5594.958,0.005154297,377.4834,0.0007949219,5601.335810013646,4522645.766539064,0.004650391
0.0001910945014502529,9.0,3.0,0.0002716556320131648,16.0,5.0,37137.16715690888,0.0036799869213423268,58845.13,41502.68,16488.79,0.003914063,0.001287109,35.601105897439865,0.0008770715903388411,1220.5029942226358,24261030.721319925,0.001574219,43794.49,11817484.55262867,0.003136719,37801.54,0.003644531,54869.05,36945.95,16038.88,0.003976563,0.001302734,40.37599,0.0009410061088156692,1101.3451081609367,24399790.0,0.001597656,38866.7,6781454.0,0.003148438,0.0011437414818091598,0.0005746284955358752,-0.0013532322244696076,0.0013509073822395078,67.90369,0.00398346,100.9858,0.004389955,761.3702097641814,0.005106813,0.004968568,-21.125224381942875,87.44601752036003,0.004110105561415054,109.592,0.004532777,771.5889535456415,0.00519745,0.005121461,-5.401776,32787.23,18776.76,11887.84,0.003714844,0.0007324219,38.45333,0.0011722668593471656,2100.2451296848903,28990130.0,0.002222656,20820.55,10339206.214196626,0.003169922,33421.71,19730.4,11895.54,0.003626953,0.0007382813,42.29866,0.001054688,1980.346,26607600.0,0.002115234,21751.12,10772980.0,0.003083985,11477.03,5605.853,0.005466797,219.8248,0.0005507813,5908.663465992547,4153474.1927419617,0.004933594,11151.46,5625.08,0.0054375,370.4337,0.0005566407,5614.963839441556,5012450.317682905,0.004914063
0.00015071393712291287,9.0,2.0,0.0001954660446233904,14.0,4.0,39723.18136037366,0.003670888591286255,57703.05,40766.29,15963.9,0.003933594,0.001296875,37.376375353421416,0.0007587671814096172,1170.8028438434565,28224096.62918125,0.001595703,41860.29,8985073.976896964,0.003148438,40399.06,0.003716797,58218.34,42256.36,16108.1,0.00396875,0.0013125,32.68533,0.0009254580047179972,1192.1196257087843,27320370.0,0.001572266,42829.31,9483100.0,0.003195313,-0.00026467360511779777,0.0016797653085561884,-0.0004389926996682165,0.001671908528500886,90.36531,0.003972474,115.9398,0.004375306,765.2802676689237,0.005109559,0.004976808,-21.10897221587002,105.67758187224473,0.0041388448857134314,128.8186,0.004555665,773.0878273397482,0.005249635,0.005143434,-5.035554,33485.15,19847.68,11930.14,0.003626953,0.0007363281,49.98932,0.0011099239717146795,1801.8419595666178,25338910.0,0.002123047,21441.57,11379674.570073131,0.003111328,35644.31,21468.49,12201.24,0.003470703,0.0007402344,42.29866,0.001332031,1776.544,26990750.0,0.001910156,24033.33,9358232.0,0.003007813,11295.02,6153.813,0.005341797,232.6426,0.0005019531,5107.562762447884,4550021.161456645,0.004882812,11116.21,5527.665,0.005322266,381.9697,0.001964844,5823.14506560653,4312699.261240734,0.004777344
0.00016036510216129848,9.0,2.0,0.000236955351583106,13.0,4.0,38404.502182633485,0.003721250210514918,57147.41,39685.75,16173.47,0.003964844,0.001337891,40.493113185652604,0.0008847036337017554,1189.1675854888929,24019840.530558653,0.001595703,40983.55,8570399.562768675,0.003115234,38159.16,0.003652344,56482.17,38968.6,16136.94,0.003972657,0.001316406,38.45333,0.0009463487874203751,1179.7698905992224,25062000.0,0.001568359,40072.21,8914322.0,0.003121094,-9.734158700357189e-05,0.0009513396899994355,-0.0013927013784832498,0.0008720704093861955,114.8412,0.003980714,143.4675,0.004389039,768.0149157576017,0.005121461,0.004977724,-21.094273340417484,87.77389947076102,0.004150916563790076,115.8788,0.004542848,771.2506940897907,0.005231325,0.00511963,-4.821925,32925.66,18870.97,11989.75,0.003597656,0.000734375,36.53066,0.0010489009532693816,2032.8357741986813,28905720.0,0.002121094,20891.69,11048759.060413014,0.00309961,32819.91,19270.88,12051.27,0.003623047,0.0007324219,36.53066,0.001111328,1895.749,26666420.0,0.002140625,21141.64,10524610.0,0.003169922,11362.96,6049.989,0.005429688,239.6924,0.0005292969,5266.068159128899,4503024.629713255,0.004945313,11155.95,5951.292,0.005447266,381.9697,0.0005214844,5126.110560695463,4119820.3783701696,0.004900391
0.00021696048740769898,8.0,3.0,0.00021869205645072125,14.0,5.0,39458.57535894333,0.003648310524592485,58058.75,40585.56,16217.69,0.003962891,0.001248047,24.331667547201196,0.0009726944853782469,1187.2481596749776,24024294.845120315,0.001564453,41512.29,8895006.639330272,0.003134766,39778.04,0.003619141,57833.8,40408.68,16185.0,0.003964844,0.001291016,32.68533,0.0008530289544350172,1112.5348498664976,24402450.0,0.001544922,42465.93,8520566.0,0.00309375,-0.0017508495049336948,0.0014151765018273255,-0.0021232758560936716,0.0006923390880452417,78.82932,0.003980714,98.87997,0.004400941,763.4195554185541,0.005077516,0.004975892,-21.00436894899688,95.91374515745981,0.004158183874128545,116.6417,0.004552918,770.8993810430495,0.005281678,0.005147096,-4.577776,34363.81,20145.7,12339.67,0.003769531,0.000734375,42.29866,0.0009171219457941266,2115.113160189765,28555830.0,0.002222656,22387.53,10734428.278496262,0.003271485,33415.94,20243.75,11724.42,0.003621094,0.0007382813,40.37599,0.001183594,1834.224,28022700.0,0.002068359,21895.32,10443250.0,0.003117188,11556.5,5307.84,0.005460938,231.3608,0.0004804688,5941.273139720288,4099001.9846313745,0.00491211,11384.11,5265.542,0.005388672,358.8976,0.0008222657,6146.437392665496,4129498.1358046504,0.004839844
